document,label
항상 붙잡으면서 나를 정말 좋아할까 이런생각을하게 됬고...,0
그런게 너무 두려워서 고민..,0
  나이 는  넘  먹었고  걱정이네요,0
 너무 어색할것같은게 제일 큰 걱정이에요!!,0
그런데 후회할까요..,0
 이러다 폭식해서 돌아가는건 아니겠죠,0
 사서챙겨주구싶은데요고민고민고민을하다가...,0
여기 이제 DC같은 분위기로 바뀜?,0
제가 이상해서 경비실에서 나오셨냐,0
 지금도그렇게큰편은아닌데 더 작아지면어쩌죠ㅜㅜ,0
남자들은 왜 여자랑 사귀다가 여자가 안만나주면여자 집에 찾아 가서 죽이고 떼리는 걸까요,0
사회나가서모하지,0
근대 이번에 피시방 알바 면접 보러 갈라하는대걍 고등학교 졸업하고 대학교 안갔다고 할라 그러는대졸업장 같은거 검사 안하겟죠?,0
 그뒤로 직장이 안구해지네요 ..,0
혈압약이나 감기약 요런약들은 만지는데 이게 만지는것만으로도 태아에게 지장있는가요..,0
요즘 TV만 틀면 메르스 기사인지라정말이지 조바심도 나고 어찌해야 할지..,0
늘 주위에서 듣는 얘기지만 늘 힘들고 무서워요,0
선임들꺼까지 같아보내줘도욕먹을까요?,0
실은하루에한번씩들어와서 접속일올렷다는게고민1,0
 이대로 제가 할수있는게 뭐가 있을까요..,0
괜찮은건가요?,0
 제가 겁이 좀 많아서‥‥,0
지금 부산에 비가 엄청 내리고 번개 천둥이 치는데아 진짜 레알 무서운게 고민...ㅠㅠ,0
아...답장 뭐라고 올지 너무 떨린다...,0
부모님은 아직 여기까진 모르심걱정임,0
아이가 장 하나는 튼튼하다고 생각했는데 한 2주전부터 묽은변을 보기 시작하네요.,0
저녁에 영어학원을 다니려고하는데 못다닐까요??? ㅠㅠ,0
군대간 남자친구랑혼인신고하거나 결혼가고가는 사람들보면어떤생각이들어요???,0
 토스도 따야하는건지..,0
쿵쾅쿵쾅 드르르륵사실 올라가보기도하고 고무망치도 쳐봤는데소용없길래 튼건데 대단히 미친사람인건지하...,0
수료식 다녀오신 분들!!!!!!곰신분들 옷 어떻게 입고 오시나요?!?!?,0
그래서 남녀차이가 4살차이면궁합이 잘 맞는게 맞는건가요,0
이 불안하고 외로운 마음을 어떡하면좋을까요???,0
앞으로 어케 살아야 할지 넘 막막해요..,0
님들 저 어캐해야되나요?,0
 무서워요 어떢하죠0,0
쨋든 그 분이 찍으신 다이어트 동영상 보는데 까치발을 듳었다가 내려왔다가를 반복하는 장면이 있는데 이렇게 하면 알이 빠져요?,0
생리하면 되게 불편하다고 들었는데어떻하죠?ㅠㅠㅠㅠ,0
제가 첫 애라 잘몰라서 그러는데...카시트 잘 안쓰게되나요?,0
지금 남자친구가 참 좋은데 결혼하기에 앞서 시댁이 두곳이라 망설여지네요.,0
아 무서 웤 ㅠㅠ .,0
페이스북에뜨는거보니 너무 겁나네요..,0
최후의 마지노선 같은데;;..,0
저 어떡해야하줘?,0
 그리고 고졸이 사무직하려면 회계자격증 따야겠죠?,0
도와주세염3,0
 이걸로 영창가나요ㅠㅠ??,0
아 근데?지금 무서워서 체크도 못하고 있어요..,0
그런데 그렇게 해도 되는건가요?ㅠㅠ,0
특히 저 같은 첫 아이 임신일 경우 모르는 것도 많고 알아야 하는 정보가 많아요.ㅠㅠ,0
고민인듯 ㅡㅡ;,0
이거 어떡해야되나요??;;급해요 ㄱ-,0
전에 큰데 있다가 이렇게 작은데 오니까 낯선느낌이 강하네요..,0
 저 병원가야대나여?,0
다들 시기가 틀린건 알지만 거의 막달엔 왠만하면 나오는걸로 아는데;ㅠㅠ걱정이네요................,0
 뭐다 해서 뭔가 막연한 두려움을 갖고있어요,0
 이걸어쩌죠..,0
내년 4월달이 시험인데 시작을 늦게해서 마음만 조급해지네요ㅠ,0
 연락할까 고민중인데 어떡하죠?ㅜㅜ,0
 이정도로만 말하면 되나요...,0
마음에 뭔가 변화가 있는건지..,0
"근데, 지금 둘째를 가지기는 좀 이르다는 분들도 계시구..",0
  안그러면 아기한테 안좋은가요?,0
이래가지고 연애언제하고 결혼언제하고 집언제사고 차언제사냐??,0
 많이 답답합니다.,0
 저처럼 이런증상이신분 잇으세용?,0
야채랑 고기랑 이것저것 넣어서 진밥해주면 뱉어버리고...,0
 이러는거에요 요즘 A가 절 피하진않는데 싫어하는것같기도하고 아닌것같기도해요,0
수영을 다니려고하니 제마른 몸매를 다른사람에게 보여주어야한다는 창피함때문에 멈칫 하구요.,0
나 다리 후들 후들 거리면서구루병 걸리는 줄 알았음.,0
왜 이렇게 떨리는겨?????????,0
아직 남자친구는 없다지만 이러다 뺏길거 같아요,0
졸1라 무서움...,0
저는 어떤 선택을 하는게 나을까요???????,0
 아이는 키우고는 있지만 다른아이 케어나 강사 쪽으로 일해본 경험이 없어 살짝 두렵네요,0
제 남친만 이러는건지..,0
축구는 참 무서운 스포츠세계;;0,0
걱정되요 ㅡㅡ;;,0
알바는 지금 하고있고 마지막에 인턴십 기회를 준다는 것도 저에겐 메리트가 크다고 느껴지는데이런부분이 제게 악영향을 주는 건 없겠죠??,0
 다름이 아니라 요즘 학원 선생님 때문에 너무 고민이 되서 이렇게 글 올려요.....,0
제가 그사람 번호랑 카톡삭제후다시 입력하면 카톡에 안뜨나염?1,0
기존에 이름없는 작은 업체에서 사기를 당한적이 잇어서 영 쉽지 않네요.,0
그런거 애기하는 남편의 숨은 의도가 궁금 합니다,0
 뭐 문제잇는건 아니겟져?ㅜ,0
" ,분명 둘이 합세해서 저 괴롭히겟죠 ?",0
태아보험이라도 알아봐야 하는 걸까요? ㅠㅠ,0
회사생활이 처음이라서 떨리구 긴장되네요!!,0
지금 당장 키즈수영복이 필요한데 뭘 사야될지 모르겠어요 ㅠㅠㅠ,0
 하아 어떻게해야할지....,0
 너무무섭네요 ㅜㅜ..,0
 성희롱같은것도당할수있다고 난 생각함....,0
 별로안좋은생각인가요?,0
정말미래생각하면 돼게 불안해요.,0
산후조리 2주만으로는 부족한가요?,0
남자가 이해할까요 ..,0
 괜찮은건지 모르겠네요,0
 겁나기도하고..,0
 여자 분들 기 많이 싸움 심하시겠죠??,0
부모님에 반대도 좀 있고 그래서 잠시쉬었다가 올해 다시 시작했는데 어떤 선택이 맞는건지 잘 모르겠네요,0
아이핀 빌리는거 불법인가요,0
 잊고싶은데 지금 다잊어버리면 정말로 그사람이랑 끝날것만같은게 두렵기도하고..,0
여자만나기가 솔직히 무섭습니다,0
아무것도 할 줄 몰라도 훈련에 지장이 없나요??,0
잠수이별은 환승일 가능성이 높은가요?,0
구라 스킬이 느는것도 고민0,0
  남친 생일이 다가오는데~,0
그리고 아랫배에도 조금 통증이 있고.....이거 괜찮은건가요??,0
?윗배가 계속 아팠던건 아니지만 처음이라 이게 가진통인가해서요...,0
그러고도 루니지 못끊는게 또 고민1,0
"사귄지 얼마안됬는데,곧 100일이 다가옵니다...",0
그냥 잊고 내 인생 사는게 맞는거라는 걸 알면서도머리로는 이해되는데마음이 이해 못하는거 있지?,0
그런데 약을 일주일치 3번 정도 먹었는데 이럴경우는 아기를 낳아도 문제가 생기죠?,0
남친은 스킨십을 하려는 편인데 난 자꾸 피하게만 되는것같고....,0
아직 어린엄마기때문에 가장 알뜰하게아이를 낳을려고 하는데..,0
이런 일은 처음이라 여자로써 수치스럽고 추후에 제건강에 대해 걱정되고 난임가능성이 생긴다던대..,0
눈1초도 안되서 바로 피하는건 제얼굴이 혐오스러워서인가요,0
진짜 큰일임아 쉬바..,0
이러면 살도 안빠지고 안찌는 상태 그대로가 되는거 아닐까요?,0
완전히 혼자인데 잘 살수있겠죠?,0
 남자애로 태어났으면 좋았을걸 기싸움 눈치싸움 너무 심하다,0
너무 잘해줘서 권태기가 왔으니 다시 똑같이 잘해주면 더 질려할거같아서 걱정입니다.,0
점점 다가올 일들에대해서 자신감도 열정도 없습니다.,0
남자친구가 지금 무슨 생각을 하고있는지 모르겠어요ㅠㅠ,0
말하면 많이 기분 나쁘겠죠?,0
 남자친구가 떠날까봐요,0
 너무심한가요?,0
고졸이구 작은사무실경리에요에혀 언제 돈모아서 결혼하나요..,0
전 한 40키로 정도빼야하는데요,0
제가 지금 18살인데고등학생이랑 군인이 사귀는게 그렇게 문제인가요ㅠㅠ,0
무서운 먹구름이 온다.죽음의 비를 내릴 것이다.,0
 아직 채용 안되서 그런가 아님 경력있는 사람한테만 연락 오는건가?,0
 제가 어떻게 해야 할까요..,0
 못가게 설득하려면 어떻게 해야될까요?0,0
 저는 공복이 무섭습니다..,0
저번주에 고백 했는데요..,0
어금니(영구치)가 너무썩어서 빼야한다고 하시네요..,0
혹시나 하는 마음에자꾸 불안하네요..........,0
화장실가기가 무서워 바퀴있을까봐,0
 아글구 다이렉트 보내는 남자는 무슨 심리이지 내 실물보면 도망가겠지...?,0
 방법이 없을까요,0
또다시 호구 될까봐.,0
그것도 젤 마지막에 들어온 놈이 완전 깡패임ㅠ,0
저랑 헤어질땐 화가너무나서그랬던거다,0
오늘 말씀드릴려고 하는데 어떻게 말씀드리는 것이 좋을까요?,0
 지금네시간지난상태인데내일가서환불받을수있나요?,0
비타민D가 부족하면 걸리는 게 각기병 아닌가요?,0
어쩌죠 진짜...0,0
막 전화랑 면접가서 보기가 무섭네요..,0
아 그리고 해돋이 텔비는 더 비싸겠지?,0
 그래서 너무 갈등이 되고..,0
뭘해도 집중이안돼....힘들어ㅠㅠ,0
"당연한 증상인지, 아님 저만 이러는건지 궁금해서요 ㅠㅠ",0
 자궁내막증이 의심된다고. ㅠㅠ,0
그만 하라는 뜻이겠죠?,0
막상 가면 어떨지무서움,0
결혼이 얼마안남았는데 마음이 뒤숭숭거리고확신도없고 불안하고 초조하네요ㅠ,0
남자가 3억5천 아파트 가져오면여자는 어느정도 가져가야 되나요??ㅠ,0
근데걱정인게부담스러워할까봐..,0
진짜 뭐할지 모르겠어요,0
졸업하려면 레벨6 필요한데 ㅠㅠ,0
 비행기 추락사고가 날까봐 걱정되요 ㅜㅜ,0
여친 사귄다면 들고다닐거같기도 한데주말되면 데이트도 해야되겠고 돈도 들고 아직 못산 타이틀도 많은데감당이 안될거 같아요,0
아 어떡하죠..,0
집을 팽개쳐두고 내 앞길만 가려니 마음이 쓰인다.,0
 하 참 고민됩니다...,0
제직장상사가 그걸로 괴롭힐까봐 걱정입니다...,0
  제 미래도 걱정되고..,0
친구 어디서 어떻게 사귀죠0,0
그렇다고 굶어서빼면 분명 이주지나면 요요올것이구..,0
살려주세요.,0
 암일 가능성이 높은건가요? ㅜㅜ,0
가슴에서 유즙이 그렇게많이나와요..,0
다름이 아니라 제가 미국에 온 지 이제 7개월 정도 되었습니다만..,0
그리고 통신병 항상 바쁜가요?,0
 소름끼치네요,0
삼일동안 깨짝깨짝 먹어서 한끼먹었는데 일어났더니 다리가후들거리네요,0
이런것도 사랑한다고 할수있나요ㅜㅜ?,0
뭐 좋은 방법 없을까요...,0
근데 이런 미래없는 연애가 이제 불안합니다.,0
뭐부터 시작해야할까요...,0
확신이 없어서..,0
그동안 해놓은게 거의 없어서요. ㅠㅠㅠ,0
 차단한 척 하는 거 같은데 차단은 확실히 아니에요.,0
남자들 시간갖자고 하는말이요..,0
아니면 다른곳이 아픈걸까요? ㅠㅠ,0
저는 어떤 처벌받게되나요..?,0
 나중에라도 문제가 생기는걸까요?,0
제목 그대로 전남친한테 연락을 해볼까요,0
집앞에 찾아가면 싫어할까요..?,0
어떻게 공부해야할지 참..,0
 정말 사시나무처럼떨어서 오늘도실긴데..,0
최근 운동을 하다 잠깐 쉬고걸음을 떼려 발을 디딛는 순간 엄청난 고통이 느껴져서병원엘 찾아갔습니다.,0
더더욱 걱정스러운거는 앞으로 여러가지 시험이있을텐데,0
그전에 신랑이랑 술 몇번 마셨는데괜찮을까요.....?ㅠㅜㅜ,0
 아 미칠거 같네요;;,0
편의점 알바하는데요..,0
냄새가 심해서 맡았다가 기절초풍할뻔한게 고민..,0
어떻게 하면 될까요??,0
주말이 오는게 무서워요,0
과연 2개월동안 7kg 빠질수있을까요?,0
또 떠보면아닌거같아요,0
 저는 일반에 다니고있는 1학년 입니다.,0
 근데 저보다 나이는 더 많으시고(결혼은 안함) 애인 유무 조차 모르는 정말 일적인 관계인 분인데 어떻게 가까워 질까요?,0
 하..이게맞는걸까,0
 어떻게 해야할까요..,0
"근데 그 흔한 운전면허 자격증 , 워드 하나 없네요..",0
여자 27살이구요.,0
대학교 1학년 수준입니다.,0
첫 해외여행이 직장에서라니 ㅠㅠㅠ괜찮겠죠...?,0
 하ㅏ아 난사장님한테 혼나겠네난줮댔닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
바로 본론으로 들어가서 잘모르는 사람이?제 뒷조사 하는 이유는 뭔가요?,0
 상상일까봐 무섭네요 ㅠㅠ,0
 올해 고3 되었네요ㅠ.ㅠ,0
 캠프가면 오빠 잘해 드릴 자신 있는데 캠프 당첨 전화도 안오고 너무 초조해요 ㅠㅠㅠㅠㅠㅠ,0
현타 ㄹㅇ 심하게 오고 멘탈도 다 깨지면 어떻게해?,0
너톡하나에 답장을어떻게해야될지 너무고민되,0
근데 이거 거절하면 다른 알바자리도 없을꺼같고...,0
급여는 어느정도 받고 계신가요?,0
TT흑인들얼래이런가영,0
루리질이 문명보다 더 무섭다고 느껴짐..ㅠㅠ0,0
기형아 테스트 꼭 해야되나요?,0
가까이 다가가면 맞을 기세였음..,0
 점점 밖이 무서워지네요 ..,0
 니가없는 다른 계절이 너무 무서워 따뜻해지는 날씨가 두려워,0
"딸 무서워서 싸움도 마음대로 못해요,",0
 생리도2달동안 안하고있구요,0
앞이 캄캄 ㅋㅋ;;,0
그러다가 여자가 권태기가 왔다고 하더니헤어지자고 할것 같습니다,0
주변에 소개시켜주라 말하기도 어렵구.,0
근데얘가 저를 진심으로 좋아하는지모르겠어요,0
22일 오빠 생일이라 문자라도 할까 했는데 용기가 안나더라.,0
고민되네요 ㅇㅅㅇ;;,0
 제가 소심한편이고 그런데..,0
곧 교내에서 아웃팅으로 소문이 퍼질 것같은데너무 무섭네요 ..!,0
 기숙사에 들어가게됫잖아요 ...,0
 결혼식 가야되나 말아야되나 정말 고민이 되네요......,0
생각해보겟다라고 하시고 거의6개월정도 지낫어요...,0
 쓰러지는 어지러움과는 다른 느낌이었는데...,0
뭐라고 코멘트 달지,0
다들 저런상황에서 전자로 받아드리게 될까요?,0
제가 그놈이랑 싸워서 이길 수 있는게 확실한것도 아닙니다,0
날씨도 추운데 걱정이많네요...,0
 연락은 안할건데어떻게 알게되면 소름일까요?,0
  요즘 감기 정말 독한데...,0
 그런데 제가 걔랑 무슨얘기를할지모르겠어요ㅠㅠ,0
정말 걱정이에요ㅠ,0
근데 제일 무서운건우리 가족중에 걸릴까봐 제일 걱정임아 무서워서 어떻게살어....0,0
 선뜻 말해봐도 될까요,0
제대하고나면 뭐 할지 막막하다고 얘기하면서도 설레어하는 모습에 불안해요...,0
혹시 이건 병월을가봐야하는거간요?,0
 이번시험 끝나고 공포영화보러가기로했는데무서워서 잡는다고 하면 너무 속보이잔아..,0
 불안한 나날이고.ㅠ,0
나 떨어 질거야 ????,0
우린 전쟁중이야.,0
"글 보시고, 글 쓸 시간은 있는가보네 하실 분이 계실 수도 있겠지만..",0
대부분 학생들이 그렇겠지만 꼭 대학을 가야만하나 하는 생각이 듭니다.,0
님들은 원했던 일을하겠어요?,0
그냥 먹으면 처벌받으려나??...0,0
저같은 초보도 긴장바짝하고 정말로 배워야겠다고생각하면 금방 적응이 될까요?,0
이런 사람도 임신을 할수있을까요?,0
부탁을 하니 정말 당황스럽고 어떻게 해야할 지 모르겠습니다.....,0
밀가루 음식 먹어도 괜찮을까요?,0
제대하고 나서 차버린 여자친구한테다시 또 연락올 확률이 큰가요?,0
 참고로 만난지는 햇수로 3년이고요,0
아기가 방귀를.엄청 꼇엇거든요,0
그냥하지말아야 하나요?,0
자기 뒷담 깠다고 생각하는 거같은데 어떻게해야되요ㅠㅠ?,0
 이게 저한태 옳은 일일까요?,0
이게  이렇게 오래가는 병인지?,0
여자구요단기알바라도 해보려구요 ..,0
 그것도 매일매일이요.,0
독 감 걸 리 면 장 난 아 니 거 든 요 ㅜ-ㅠ,0
 내일 공식1기 선예매인데 너무 떨려요ㅠ,0
노무현 대통령 처럼 자살한다 대충해라,0
제발 종교가 인간성을 지배하게 하지 말자.,0
이번에도 IS일까?,0
인성교육 안시키면 한국에도 저런놈 나올것임ㅇㅇ,0
미국발 국수주의가 각 나라별로 시작되면 100프로 무역으로 먹고사는 우리나라는 더 힘들어진다.,0
누구나 그럴싸한 계획이 있다. 넬슨한테 떡실신 당하기 전에는,0
한국도 진지하게 예선탈락 걱정된다 이런 경기력으로는..,0
등산하다가 호랑이 울음소리 들으면 오줌 지릴 듯..,0
마르테 상태 좋으려나....,0
엘팬이지만 희동이 한방 무서움,0
무섭다! 닭년과 순시리급!,0
사고 나서 떨어지면 뼈도 못추리겠네.,0
뭐야 쟤네 이상해...,0
그래도 아프잖아! 주사는 그냥 싫음,0
트렁크에 손도끼하고 야구방맹이 들어있다며??,0
조카야 밤길조심 또 킬러 보낼라,0
눈빛봐 악마다,0
만약 트럼프가 당선되면 우리는 바로 핵무장에 들어가야 합니다.,0
남녀수를 다르게 실험하고 1년간 문닫은후에는 사이코패스도 나올것이다,0
근데 정권에 밉보이면 마약범이라고 누명 씌울 수도 있겠다.옛날에 반정권이면 빨갱이로 몰아갔듯이,0
우리나라는 일본이라는 방어벽이 있기는한데 그래도 5.0이하정도는 대비할수있게 교육해야된다고 봅니다,0
사고 나면 뒤지는겨,0
잘사는쪽은 그나마 치안이 좋은데 빈민가쪽은 잘못하면 죽을수도 있음..,0
판사님 저한테 도청장치해놓고 살해하려고했어요,0
여려분들 3차 대전 준비들 하세여,0
언젠간 선로 보수하는 하청업체 직원 또 하나 죽겟구만...,0
우주는 너무 크고 무섭다..,0
미국이 총기문화때문에 솔직히 무섭다.,0
조만간 또 테러일어날듯,0
마지막 순간에 손도끼....더 무섭...,0
저런것들보니 세상이 무섭다.,0
전쟁은 참으로 두렵다...,0
성폭행 남자들 때문에 외출하기 무섭다 ㅠㅠ,0
E조가 죽음의 조 같은데?,0
터미네이트 미래의 지구의 모습이 아닐까?,0
넘 불안한데 속도도 안나고 추돌되면 이탈될것같고 터널내부 화재나면 몰살할것같고 ~조만간 사고소식 접할듯,0
일본이란 나라 무섭다,0
피흘릴시간이 온다.,0
워킹데드 에 나오는 워커..들 같다,0
진짜 겁난다겁나 해운대영화가 그냥나온게아니네,0
내일 집 밖은 위험하다,0
언젠가는 터지는 시한폭탄.,0
혹시 거짓을 말했으면 당신이 가장 좋아하는 사람이 국민의 미움으로 저기 먼 세상으로 갈거요,0
진짜 이건 국가 존폐위기임,0
저 간신 너무 무서워,0
저소득층 무너지면 중산층이 저소득층이 되는 상황이 오는건 잘 알것이다 이제 대한민국은 망한다,0
아소산분화땜에경주 지진난거,0
트럼프야.. 너도 IS랑 뭐 있니;;;;;;;;;,0
이런연구 꼭해야되나? 이러니 변종들이 생기지 ..무섭다 세상이 어찌될려고 ㅠㅠ,0
세이콘 밑에서 코치하겠다고 나서면 머리에 총맞은거나 다름없지,0
잘가 게이 너거들 때문에 모텔 샤워기 쓰기가 겁난다,0
가장 일반적인 정설인 알맞게 먹고 운동하라를 하기싫으니 이딴애기가 화제가 되는구나,0
예전에도 밧데리배부름 현상도,0
일본인에 있어서는 아랍의 테러리스트보다 한국인이 위험,0
역사를 봐도 알수있듯이 인간만큼 추악하고 잔인한존재도 없다...,0
심근경색?ㅋㅋㅋㅋㅋ,0
예정화 까다가 마동석한테 진짜로 까이는 수가 있어서 못까겠다.,0
잠도 안오고 조그만 소리에도 무섭고..,0
인간도 언젠가는 자연재해로 멸망할 날이 오겠구나,0
제2IMF 다가온다,0
뭐라고?? 손목을 날려버린다고?? 으미 무서워라,0
곧이어 침몰 뉴스 날지도 모른다.,0
최전성기 2007 전성기 2008 2009부터 슬슬 뜸해지더니,0
자칫 실수라도 한다면 끝장이다,0
공산당은 어쩔수없나보다,0
청와대 뷰티샵애 오신걸 환영합니다,0
삼시리는 또 어떤 폭탄이 될려나...,0
자서전 읽었을때 공감할수 없는 부분이 많았음재평가가 시급하다고 봅니다,0
세계3차대전일겠구먼...,0
솔직히 미쿡은 선진국이고 나발이고 총기사건 너무만음. 무서워서 못살듯,0
갤럭시s7도 문제가 있다. 2달째 쓰고 있는데 겜을 하면 뜨거워서 터치펜 써야만 한다. 왕짜증임. 전화기능만 써야 열발생 없다. 노트와 같은 결함 아닐지 불안하다,0
보는데시한폭탄같같다,0
설마 우리 포수 자원 많다..라고 말하며 한승택 풀어버리지 않겠지..,0
진짜 알면 알수록 무서운 사람이다,0
부산은 영화 해운대같이 쓰나미 올까봐 무서움,0
무도충이 이 정도일 줄이야 칼만 안든 폭력배같음..,0
어이쿠 피터지겠네,0
요즘 이탈리아에서 사건 사고가 많네..ㅡㅡ,0
세븐의저주. ....,0
여기가면 시체로 돌아오나요?,0
중고가격방어는 날샜구나~,0
6개월만 지나면 병원에 근육은 쪼그라들고 머리카락 빠진다는 애들 많이 오겠군.,0
이젠어디서든지진일어나고난리났다,0
3차대전이 일어나려고 한다.,0
폭발7이 상품이라니 무섭다..,0
선거불복하면.트럼프가정치보복하는데...,0
성수대교처럼될까봐무서움,0
역대급 긴장감이 도네 뭐라도 터지겠다.,0
테러리스트 찾아온다 빨리 수출중단해라,0
아들 군대 가는데 너무 무섭다.,0
영원한건없다 지구도 우리도,0
미국의 코리안 추방되는 거 보고싶다,0
인천 넘 무서워요ㅠㅠ..,0
저 부모는 히틀러가 환생한 것 같애 무서워,0
진짜 저금은 고사하고 먹고살기가 너무 힘들고 미래가 걱정된다,0
여자 얼굴 공개해라~~,0
파도 무섭다. 천만 다행 입니다.,0
첫지진 후 3개월 정도 뒤 대지진이 올 수 있다는 일본 지진 전문가 이야기가 진짜일 수도.,0
노력하는 천재가 이리 무섭구나...,0
탄핵 못시키면 국민들 반응보니.. 새누리 해체하라 이구동성 .....그 파장이 어찌될지 ....,0
 지구온난화로인해 결국은 인간종말이 될지도..?,0
 말 잘못 하면 죽음이랜다...,0
몇초만 늦게 불이 붙었으면 이륙후 지상이아닌 공중에서 펑 ...ㄷㄷ,0
 즉 인증코드를 무효화 시킨다고 함.,0
쉽지않은 결정인데 삼성전자 저력과 자존심이 엄청나네,0
 조심해야 된다.,0
헌데 이 광활한 우주에 정말 인간만이 유일한 생명체라면...,0
 너무나 무섭고 섬뜩한 이야기다.,0
정권 바뀌면 뽕년과 함께 죽은 목숨이다...,0
 중동이나가라 ㅎㅎ,0
 지금 대한민국 자체가 태풍이구만,0
 대신 왜란 종결자 개정판을 사서 읽고있지...,0
사고 100%난다,0
무슨 생각일까;;;,0
오 신기하다 저런거 하고 있었구나.,0
어제 1시간동안 갇혀있다,0
나 혼자 죽을거 같애 ~,0
정치권 실세에게 선물했던 인사또한 정계인물이어서 가짜라고 밝히기 싫었던 것~,0
 탈북자 잡아들이는 애들 이용하면 쉽지 않나,0
 더군다나 라팤 개장하고 첫번째 시즌이니깐 류감독 부담이 더했을텐데..,0
우리나라만 후진 하는중.ㅠ.ㅠ,0
백만은 상징적 숫자에 불과할 뿐이다,0
정치에관심을 갖지말고 조용히 살어리랏다,0
상남자로 자라기 위한 발판이다,0
 이러다 진짜 고속도로에 차 빽빽히 서있는데 지진이라도 날까 너무무섭네요 ㅠㅠ,0
사고시에 메뉴얼적인 바른?,0
7시랑 이슬람 섞이면 좃됌,0
마린시티..무섭네.,0
불체자가 들락날락 하면서 사람도 죽이고...,0
 요즘 학교에서 뭐할까요...?,0
 여름되어서 짧은 장마에 가뭄이 다시 시작할까 걱정입니다,0
와 진짜 신정동 엽기토끼 연쇄 살인사건 너무 충격적이다.,0
맥스웰 방정식의 맛을 못봤으니 저런 얘기를 할 수 있는 것이다...,0
잠재적 살인범..,0
 그거도 조심해라.,0
 그럼죽을텐데,0
 찔끔거리다 요실금 올라,0
 평화촛불시위가화염방사 시위로변할까 두렵다,0
구럼 이제 뭘 먹고 살야하냐 식물도 못먹나 이제?,0
 모바일은 현질하기 편한 구조다보니 나도 모르게 결제하고 있음..,0
벌써부터 무섭네..,0
27일이 아니라 오늘이라도 떠나세요!,0
기회잡으면 이악물고 뛸듯,0
 아닌가...?,0
이슬람은 기독교인보면 잘못하며 참수당한다,0
" 다 잡는 것 아닌가,,,,,",0
 왠지 인신공양설이 사실일것만 같아 두렵네요.,0
 폭탄돌리기지 돌리다 걸려서 야간고속도로에서 시동꺼지면 죽는거야,0
세월호도 안타깝지만 북한 핵무기가 우리 생명의 위협하고 있다,0
구미 현재 하늘에서 물폭탄 떨어지는 중,0
당신때문에 전세계가 두려움과 공포에 떨고있다.,0
엘지도 자극 받아서 폭탄 만드는거 아냐? ㅋㅋㅋ,0
 진심 저런것들이 아무렇지 않게 일상생활한다는게 소름돋는다;,0
영화 헝거게임같아요 시국이,0
강소라 조심해라.,0
조폭같다는 주진형 말이 딱 맞다.,0
무섭다 이 언니.....,0
 시위가 점점 격해질 것 같다......,0
 지금도 위에서는 북한이 호랑이처럼 눈을 부릅 뜨고 우릴 사납게 노려보고 있소이다.,0
 역사적 시기가 다가온것일뿐이다.,0
이제 정말 영화로만 보던 재앙이 현실화되는게 얼마 안남은건가??,0
 운전들 진짜 험해.,0
 이 두 사람 하는 짓 보니 존나 소름돋아,0
아....이거어쩌죠?아기 이상있을까옷?,0
 막뭘 어떻게 해야될지 존나 두려운거에요.....,0
"다가오는 금요일 토요일 , 손님 되게 많이오겟네여..",0
어떻게하는게좋을까요..?,0
복장관련 해서는 윗분들도 아무 말씀안하시고 너무 덥다보니 이러고 다니는데ㅠ괜찮겠죠?,0
? 아이가 무사했으면 하는 마음이 간절한데 제가 어찌해야할까요?,0
뭍힐까바 두려운데...0,0
 반수 가능할까요...?,0
 어떻게 할까요,0
위기를느끼고있어요..;,0
 너무두려워서 내꿈인데도 난 무서워..,0
너무 무섭네요 ㅠㅠ,0
 두렵고살떨려서 집에서도불안해요,0
들킬까봐  무섭다.,0
 아기가 커야하는데 ㅠ 입덧이겨내신분 ㅠ,0
언니들 도와주세요 흐흑..,0
 후에 너 같은 여잘 또 만날 수 있을까?,0
근데 살을뺀직후로 생리를안하네요ㅠㅠ,0
하...통원치료 받고있는데도환청이 가끔씩 들리네요,0
혹시.. 임신중에 그런거 해도 괜찮을런지..,0
부모님은 또 왜케 일찍 돌아가신거지...결혼은 할 수 있을까.......,0
그때 살찌는 게 너무 무서워요.......,0
근데 그걸 또 아내한테 걸렸음;,0
저 여기 계속 다녀도 되는걸까요,0
먼저 물어보는거 못하는데 ㅠㅠ,0
이미 입대는 해버렸고 답이서질않네요~,0
어떻게 해야 하나요?,0
이거 어떻게해야함,0
멀어질까 두려워~~,0
내년에 군대를 간다고 하는데 기다려도 되는건지 ...,0
비뇨기과를 가야되나?;;;0,0
" 질 밖에 사정을 하긴 했지만, 오늘이 여자친구 가임기 여서 너무 걱정됩니다.",0
 산부인과는 다음주에 가볼생각인데 막 병걸린건 아니겠죠....?,0
혹시저가 들키나요 ??......,0
이정도면 탈모심한거냐..,0
제가 딱히 고민털어놓을때가 없어서 여기에 글을써봅니다..,0
내아들도 저럴까 무섭네ㄲ,0
그리고 헤어지고나서 오랫동안 못잊을까바 두렵네요....,0
그저께 산부인과에서 초음파를 했는데간호사가 애기 머리가 크다네요.,0
이제 졸업하는데 뭐해먹고 살아야할지 모르겠습니다.,0
제가 기억이나 날까요...,0
막힐까겁나서 심장이두둥거림0,0
그래서 축가하고 축무까지하면시간을 너무 잡아먹는거같아서지루해하실 수 있잖아요,0
